msp,phylum,class,order,family,genus,species
msp_1090,Firmicutes,Clostridia,Clostridiales,Christensenellaceae-Catabacteriaceae,unclassified Christensenellaceae-Catabacteriaceae,unclassified Christensenellaceae-Catabacteriaceae
msp_1091,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 6,Evtepia,unclassified Evtepia
msp_1092,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,unclassified Sutterellaceae,unclassified Sutterellaceae
msp_1093,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 2,unclassified Clostridiales 2,[Clostridium] sp. 27_14
msp_1094,Firmicutes,Clostridia,Clostridiales,Christensenellaceae-Catabacteriaceae,unclassified Christensenellaceae-Catabacteriaceae,unclassified Christensenellaceae-Catabacteriaceae
msp_1095,Candidatus Melainabacteria,unclassified Candidatus Melainabacteria,Candidatus Gastranaerophilales,unclassified Candidatus Gastranaerophilales,unclassified Candidatus Gastranaerophilales,unclassified Candidatus Gastranaerophilales
msp_1096,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,unclassified Oscillospiraceae,unclassified Oscillospiraceae
msp_1097,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 1,unclassified Clostridiales 1,unclassified Clostridiales 1
msp_1098,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 5,unclassified Clostridiales 5,unclassified Clostridiales 5
msp_1099c,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium thermacidophilum
msp_1100,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 5,unclassified Clostridiales 5,unclassified Clostridiales 5
msp_1101,Tenericutes,Tenericutes 2,Anaeroplasmatales,Anaeroplasmataceae,unclassified_Anaeroplasmataceae,[Firmicutes] bacterium CAG:631
msp_1102,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 1,unclassified Clostridiales 1,Firmicutes bacterium CAG:552
msp_1103,Tenericutes,Mollicutes,RF39_Mollicutes,unclassified_RF39_Mollicutes,unclassified_RF39_Mollicutes,unclassified_RF39_Mollicutes
msp_1104,Candidatus Melainabacteria,unclassified Candidatus Melainabacteria,unclassified Candidatus Melainabacteria,unclassified Candidatus Melainabacteria,unclassified Candidatus Melainabacteria,unclassified Candidatus Melainabacteria
msp_1105,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,unclassified Oscillospiraceae,unclassified Oscillospiraceae
msp_1106,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,unclassified Prevotella
msp_1107,Bacteroidetes,Bacteroidia,Bacteroidales,unclassified Bacteroidales,unclassified Bacteroidales,[Bacteroides] sp. CAG:1060
msp_1108,Bacteroidetes,Bacteroidia,Bacteroidales,unclassified Bacteroidales,unclassified Bacteroidales,unclassified Bacteroidales
msp_1109,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 2,unclassified Clostridiales 2,unclassified Clostridiales 2
msp_1110,Tenericutes,Mollicutes,RF39_Mollicutes,unclassified_RF39_Mollicutes,unclassified_RF39_Mollicutes,[Coprobacillus] sp. CAG:605
msp_1111,Tenericutes,Tenericutes 2,Anaeroplasmatales,Anaeroplasmataceae,unclassified_Anaeroplasmataceae,[Clostridium] sp. CAG:568
msp_1112,Tenericutes,Mollicutes,RF39_Mollicutes,unclassified_RF39_Mollicutes,unclassified_RF39_Mollicutes,[Mycoplasma] sp. CAG:956
msp_1113c,Tenericutes,Mollicutes,RF39_Mollicutes,unclassified_RF39_Mollicutes,unclassified_RF39_Mollicutes,[Firmicutes] bacterium CAG:822
msp_1114,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Allisonella,Allisonella histaminiformans
msp_1115,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 1,unclassified Clostridiales 1,unclassified Clostridiales 1
msp_1116,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,unclassified Sutterella
msp_1117,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 3,unclassified Clostridiales 3,unclassified Clostridiales 3
msp_1118,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,unclassified Lachnospiraceae
msp_1120,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,unclassified Roseburia
msp_1121,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,unclassified Lachnospiraceae
msp_1122,Tenericutes,Mollicutes,RF39_Mollicutes,unclassified_RF39_Mollicutes,unclassified_RF39_Mollicutes,[Firmicutes] bacterium CAG:582
msp_1123,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,unclassified Lachnospiraceae
msp_1124,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,unclassified Lachnospiraceae
msp_1125,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella sp. CAG:368
msp_1126,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella corporis
msp_1127,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus anginosus
msp_1128,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 5,Agathobaculum,unclassified Agathobaculum
msp_1129,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 2,unclassified Clostridiales 2,unclassified Clostridiales 2
msp_1130,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,unclassified Muribaculaceae,unclassified Muribaculaceae
msp_1131,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,unclassified Eggerthella
msp_1132,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 5,unclassified Clostridiales 5,unclassified Clostridiales 5
msp_1133,Tenericutes,Mollicutes,RF39_Mollicutes,unclassified_RF39_Mollicutes,unclassified_RF39_Mollicutes,unclassified_RF39_Mollicutes
msp_1134,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 2,unclassified Clostridiales 2,[Clostridium] sp. CAG:798
msp_1135,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 2,unclassified Clostridiales 2,unclassified Clostridiales 2
msp_1136,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 5,unclassified Clostridiales 5,unclassified Clostridiales 5
msp_1137,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,unclassified Blautia
msp_1138,Tenericutes,Mollicutes,RF39_Mollicutes,unclassified_RF39_Mollicutes,unclassified_RF39_Mollicutes,[Clostridium] sp. CAG:628
msp_1139,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 2,unclassified Clostridiales 2,[Clostridium] sp. CAG:389
msp_1140,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Gordonibacter,unclassified Gordonibacter
msp_1141,Tenericutes,Mollicutes,RF39_Mollicutes,unclassified_RF39_Mollicutes,unclassified_RF39_Mollicutes,[Mycoplasma] sp. CAG:877
msp_1142,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,unclassified Atopobiaceae,unclassified Atopobiaceae
msp_1143,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Oscillibacter,unclassified Oscillibacter
msp_1144c,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,unclassified Muribaculaceae,Bacteroidales bacterium M7
msp_1145,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,unclassified Lachnospiraceae
msp_1146,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 1,unclassified Clostridiales 1,unclassified Clostridiales 1
msp_1147,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 1,unclassified Clostridiales 1,unclassified Clostridiales 1
msp_1148,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,unclassified Bacteroides
msp_1149,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,unclassified Lachnospiraceae
msp_1150,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae,unclassified Ruminococcaceae
msp_1151,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,unclassified Succinivibrionaceae,unclassified Succinivibrionaceae
msp_1152,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,unclassified Sutterellaceae
msp_1153,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister sp. UBA1703
msp_1154,Candidatus Melainabacteria,unclassified Candidatus Melainabacteria,Candidatus Gastranaerophilales,unclassified Candidatus Gastranaerophilales,unclassified Candidatus Gastranaerophilales,uncultured bacterium RUG841
msp_1155,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium angulatum
msp_1156,Tenericutes,Mollicutes 2,Erysipelotrichales,Erysipelotrichaceae,Solobacterium,Solobacterium moorei
msp_1157,Tenericutes,Mollicutes,RF39_Mollicutes,unclassified_RF39_Mollicutes,unclassified_RF39_Mollicutes,unclassified_RF39_Mollicutes
msp_1158,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas somerae
msp_1159,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,unclassified Collinsella
msp_1160,Tenericutes,Mollicutes,RF39_Mollicutes,unclassified_RF39_Mollicutes,unclassified_RF39_Mollicutes,[Clostridiaceae] bacterium CIM:MAG 987 / [Clostridium] sp. CAG:533
msp_1161,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 2,unclassified Clostridiales 2,unclassified Clostridiales 2
msp_1162,Tenericutes,Mollicutes,RF39_Mollicutes,unclassified_RF39_Mollicutes,unclassified_RF39_Mollicutes,unclassified_RF39_Mollicutes
msp_1163,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae,unclassified Ruminococcaceae
msp_1164,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 1,unclassified Clostridiales 1,[Faecalibacterium] sp. CAG:1138
msp_1165,Tenericutes,RF3_Tenericutes,ML615J-28_Tenericutes,unclassified_ML615J-28_Tenericutes,unclassified_ML615J-28_Tenericutes,unclassified_ML615J-28_Tenericutes
msp_1166,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 1,unclassified Clostridiales 1,unclassified Clostridiales 1
msp_1167,Tenericutes,Tenericutes 2,Anaeroplasmatales,Anaeroplasmataceae,unclassified_Anaeroplasmataceae,unclassified_Anaeroplasmataceae
msp_1168,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Peptoniphilus,Peptoniphilus harei
msp_1169c,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Sphaerochaeta,Sphaerochaeta sp. Phil3
msp_1170,Tenericutes,Mollicutes,RF39_Mollicutes,unclassified_RF39_Mollicutes,unclassified_RF39_Mollicutes,[Clostridium] sp. CAG:609
msp_1171,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae,unclassified Ruminococcaceae
msp_1172,Firmicutes,Clostridia,Clostridiales,Christensenellaceae-Catabacteriaceae,unclassified Christensenellaceae-Catabacteriaceae,unclassified Christensenellaceae-Catabacteriaceae
msp_1173c,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,unclassified Oscillospiraceae,unclassified Oscillospiraceae
msp_1174,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,unclassified Prevotella
msp_1175,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 2,unclassified Clostridiales 2,unclassified Clostridiales 2
msp_1176,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 2,unclassified Clostridiales 2,unclassified Clostridiales 2
msp_1177,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae,unclassified Ruminococcaceae
msp_1178,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,unclassified Muribaculaceae,unclassified Muribaculaceae
msp_1179,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 2,unclassified Clostridiales 2,unclassified Clostridiales 2
msp_1180,Tenericutes,Mollicutes,RF39_Mollicutes,unclassified_RF39_Mollicutes,unclassified_RF39_Mollicutes,unclassified_RF39_Mollicutes
msp_1181,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 2,unclassified Clostridiales 2,unclassified Clostridiales 2
msp_1182,Verrucomicrobia,Opitutae,unclassified Opitutae,unclassified Opitutae,unclassified Opitutae,Verrucomicrobia bacterium CIM:MAG 792_1
msp_1183,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,unclassified Lachnoclostridium
msp_1184,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 2,unclassified Clostridiales 2,unclassified Clostridiales 2
msp_1185,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 2,unclassified Clostridiales 2,unclassified Clostridiales 2
msp_1186,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 1,unclassified Clostridiales 1,[Corallococcus] sp. CAG:1435
msp_1187,Tenericutes,Mollicutes,RF39_Mollicutes,unclassified_RF39_Mollicutes,unclassified_RF39_Mollicutes,[Firmicutes] bacterium CIM:MAG 721 / [Bacillus] sp. CAG:988
msp_1188,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae,Ruminococcaceae bacterium CIM:MAG 577
msp_1189,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 2,unclassified Clostridiales 2,unclassified Clostridiales 2
msp_1190c,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp. UBA3373 & UBA632
msp_1191c,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium,Atopobium parvulum
msp_1192,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 1,unclassified Clostridiales 1,unclassified Clostridiales 1
msp_1193,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister pneumosintes
msp_1194,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,unclassified Lachnoclostridium
msp_1195,Firmicutes,Negativicutes 2,unclassified Negativicutes 2,unclassified Negativicutes 2,unclassified Negativicutes 2,unclassified Negativicutes 2
msp_1196,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus crispatus
msp_1197,Tenericutes,Tenericutes 2,Anaeroplasmatales,Anaeroplasmataceae,unclassified_Anaeroplasmataceae,unclassified_Anaeroplasmataceae
msp_1198,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 2,unclassified Clostridiales 2,[Clostridium] sp. CAG:575
msp_1199,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 5,unclassified Clostridiales 5,unclassified Clostridiales 5
msp_1200,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 1,unclassified Clostridiales 1,unclassified Clostridiales 1
msp_1201,Tenericutes,Mollicutes,RF39_Mollicutes,unclassified_RF39_Mollicutes,unclassified_RF39_Mollicutes,unclassified_RF39_Mollicutes
msp_1202,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,unclassified Blautia
msp_1203,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 2,unclassified Clostridiales 2,unclassified Clostridiales 2
msp_1204,Tenericutes,Mollicutes,RF39_Mollicutes,unclassified_RF39_Mollicutes,unclassified_RF39_Mollicutes,[Bacilli] bacterium Phil2
msp_1205,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas kerstersii
msp_1206,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 2,unclassified Clostridiales 2,unclassified Clostridiales 2
msp_1207,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,unclassified Bacteroides
msp_1208,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,unclassified Lactobacillus
msp_1209,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,unclassified Alistipes
msp_1210,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 1,unclassified Clostridiales 1,unclassified Clostridiales 1
msp_1211,Tenericutes,Mollicutes,RF39_Mollicutes,unclassified_RF39_Mollicutes,unclassified_RF39_Mollicutes,[Clostridium] sp. CAG:762
msp_1212,Tenericutes,Mollicutes,RF39_Mollicutes,unclassified_RF39_Mollicutes,unclassified_RF39_Mollicutes,unclassified_RF39_Mollicutes
msp_1213,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 5,unclassified Clostridiales 5,unclassified Clostridiales 5
msp_1214,Tenericutes,Mollicutes,RF39_Mollicutes,unclassified_RF39_Mollicutes,unclassified_RF39_Mollicutes,[Firmicutes] bacterium CAG:884
msp_1215,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,unclassified Porphyromonas
msp_1216,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae,unclassified Ruminococcaceae
msp_1217,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella sp. CAG:1427
msp_1218,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 1,unclassified Clostridiales 1,unclassified Clostridiales 1
msp_1219,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella rogosae
msp_1220,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,LactobacillusÊvaginalis 2
msp_1221,Tenericutes,Mollicutes,RF39_Mollicutes,unclassified_RF39_Mollicutes,unclassified_RF39_Mollicutes,[Mycoplasma] sp. CAG:776
msp_1222,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus vaginalis
msp_1223c,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus parabuchneri
msp_1225,Tenericutes,Tenericutes 2,Anaeroplasmatales,Anaeroplasmataceae,unclassified_Anaeroplasmataceae,unclassified_Anaeroplasmataceae
msp_1226,Tenericutes,Mollicutes,RF39_Mollicutes,unclassified_RF39_Mollicutes,unclassified_RF39_Mollicutes,unclassified_RF39_Mollicutes
msp_1227c,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Libanicoccus,Libanicoccus massiliensis
msp_1228,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 1,unclassified Clostridiales 1,unclassified Clostridiales 1
msp_1229,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ilei
msp_1230,Tenericutes,Mollicutes,RF39_Mollicutes,unclassified_RF39_Mollicutes,unclassified_RF39_Mollicutes,unclassified_RF39_Mollicutes
msp_1231,Tenericutes,Mollicutes,RF39_Mollicutes,unclassified_RF39_Mollicutes,unclassified_RF39_Mollicutes,unclassified_RF39_Mollicutes
msp_1232,Tenericutes,Mollicutes,RF39_Mollicutes,unclassified_RF39_Mollicutes,unclassified_RF39_Mollicutes,unclassified_RF39_Mollicutes
msp_1233,Tenericutes,Mollicutes,RF39_Mollicutes,unclassified_RF39_Mollicutes,unclassified_RF39_Mollicutes,unclassified_RF39_Mollicutes
msp_1234,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Parvimonas,Parvimonas micra
msp_1235,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 2,unclassified Clostridiales 2,unclassified Clostridiales 2
msp_1236,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,unclassified Lachnoclostridium
msp_1237,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus reuteri
msp_1238,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Oscillibacter,unclassified Oscillibacter
msp_1239,Firmicutes,Clostridia,Clostridiales,Christensenellaceae-Catabacteriaceae,unclassified Christensenellaceae-Catabacteriaceae,unclassified Christensenellaceae-Catabacteriaceae
msp_1240,Tenericutes,Mollicutes 2,Erysipelotrichales,Erysipelotrichaceae,Holdemanella,unclassified_Holdemanella
msp_1241,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes sp. Zagget8
msp_1242,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,unclassified Muribaculaceae,Muribaculaceae bacterium sp3
msp_1243,Tenericutes,Mollicutes,RF39_Mollicutes,unclassified_RF39_Mollicutes,unclassified_RF39_Mollicutes,[Clostridium] sp. CAG:710
msp_1244,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella aerofaciens
msp_1245,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Parvimonas,Parvimonas sp. KA00067
msp_1246,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 1,unclassified Clostridiales 1,unclassified Clostridiales 1
msp_1247,Tenericutes,Mollicutes,RF39_Mollicutes,unclassified_RF39_Mollicutes,unclassified_RF39_Mollicutes,unclassified_RF39_Mollicutes
msp_1248,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 5,unclassified Clostridiales 5,unclassified Clostridiales 5
msp_1249,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,unclassified Prevotella
msp_1250,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Drancourtella,Drancourtella sp. An12 & An57
msp_1251,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Oscillibacter,unclassified Oscillibacter
msp_1252,Tenericutes,Mollicutes,RF39_Mollicutes,unclassified_RF39_Mollicutes,unclassified_RF39_Mollicutes,unclassified_RF39_Mollicutes
msp_1253,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 2,unclassified Clostridiales 2,unclassified Clostridiales 2
msp_1254,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 1,unclassified Clostridiales 1,unclassified Clostridiales 1
msp_1255,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,unclassified Faecalibacterium
msp_1256,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae,unclassified Ruminococcaceae
msp_1257,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 2,unclassified Clostridiales 2,[Clostridium] sp. CAG:921
msp_1258,Tenericutes,Tenericutes 2,Anaeroplasmatales,Anaeroplasmataceae,unclassified_Anaeroplasmataceae,unclassified_Anaeroplasmataceae
msp_1259c,Firmicutes,Tissierellia 3,unclassified Tissierellia 3,Clostridiales Family XIII. Incertae Sedis,unclassified Clostridiales Family XIII. Incertae Sedis,Clostridiales bacterium S5-A14a
msp_1260,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 2,unclassified Clostridiales 2,[Clostridium] sp. CAG:793
msp_1261,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 2,unclassified Clostridiales 2,unclassified Clostridiales 2
msp_1262,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 2,unclassified Clostridiales 2,unclassified Clostridiales 2
msp_1263c,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp. UBA641
msp_1264c,Tenericutes,Mollicutes 2,Erysipelotrichales,Erysipelotrichaceae,Dielma,Dielma fastidiosa
msp_1265,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus johnsonii
msp_1266,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 1,unclassified Clostridiales 1,[Acidiphilium] sp. CAG:727
msp_1267,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae,unclassified Ruminococcaceae
msp_1268,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus acidophilus
msp_1269,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 2,unclassified Clostridiales 2,unclassified Clostridiales 2
msp_1270,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,unclassified Lachnospiraceae
msp_1271,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,unclassified Ruminococcus
msp_1272,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,unclassified Muribaculaceae,unclassified Muribaculaceae
msp_1273,Bacteroidetes,Bacteroidia,Bacteroidales,unclassified Bacteroidales,unclassified Bacteroidales,unclassified Bacteroidales
msp_1274,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 1,unclassified Clostridiales 1,unclassified Clostridiales 1
msp_1275,Tenericutes,Mollicutes,RF39_Mollicutes,unclassified_RF39_Mollicutes,unclassified_RF39_Mollicutes,[Clostridium] sp. CAG:594
msp_1276,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinatimonas,Succinatimonas hippei
msp_1277,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Acidaminococcus,unclassified Acidaminococcus
msp_1278,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Mediterranea,unclassified Mediterranea
msp_1279,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae,unclassified Ruminococcaceae
msp_1280,Elusimicrobia,unclassified Elusimicrobia,unclassified Elusimicrobia,unclassified Elusimicrobia,unclassified Elusimicrobia,Elusimicrobia bacterium UBA1436
msp_1281,Elusimicrobia,unclassified Elusimicrobia,unclassified Elusimicrobia,unclassified Elusimicrobia,unclassified Elusimicrobia,unclassified Elusimicrobia
msp_1282,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Oscillibacter,unclassified Oscillibacter
msp_1283,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 2,unclassified Clostridiales 2,unclassified Clostridiales 2
msp_1284,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,unclassified Bacteroides
msp_1285,Tenericutes,Mollicutes,RF39_Mollicutes,unclassified_RF39_Mollicutes,unclassified_RF39_Mollicutes,unclassified_RF39_Mollicutes
msp_1286,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 1,unclassified Clostridiales 1,[Acidaminococcus] sp. CAG:917
msp_1287,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus delbrueckii
msp_1288,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 2,unclassified Clostridiales 2,unclassified Clostridiales 2
msp_1290,Tenericutes,Mollicutes,RF39_Mollicutes,unclassified_RF39_Mollicutes,unclassified_RF39_Mollicutes,unclassified_RF39_Mollicutes
msp_1291,Firmicutes,Tissierellia 3,unclassified Tissierellia 3,Clostridiales Family XIII. Incertae Sedis,unclassified Clostridiales Family XIII. Incertae Sedis,unclassified Clostridiales Family XIII. Incertae Sedis
msp_1292,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 3,unclassified Clostridiales 3,unclassified Clostridiales 3
msp_1293,Firmicutes,Tissierellia 3,unclassified Tissierellia 3,Clostridiales Family XIII. Incertae Sedis,unclassified Clostridiales Family XIII. Incertae Sedis,Clostridiales bacterium UBA643
msp_1294,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,unclassified Veillonella
msp_1295,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 1,unclassified Clostridiales 1,unclassified Clostridiales 1
msp_1296c,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,unclassified Ruminococcaceae
msp_1297,Tenericutes,Mollicutes,RF39_Mollicutes,unclassified_RF39_Mollicutes,unclassified_RF39_Mollicutes,unclassified_RF39_Mollicutes
